"Road using [note 1] vehicles registered for the first time by body type and fuel type [note 2], Great Britain from January 2001; also United Kingdom from July 2014",,,,,,,,,,,,,,,,,,
Table VEH1153a,,,,,,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes which can be found on the notes worksheet. ,,,,,,,,,,,,,,,,,,
"Some shorthand is used in this table, [low] = a low figure but not a real zero.",,,,,,,,,,,,,,,,,,
Geography [note 3],Date Interval [note 4],Date [note 4],Units,BodyType,Petrol,Diesel,Hybrid electric (petrol),Hybrid electric (diesel),Plug-in hybrid electric (petrol),Plug-in hybrid electric (diesel),Battery electric,Range extended electric,Fuel cell electric,Gas [note 5],Other fuel types [note 6],Total,Plug-in [note 7],Zero emission [note 8]
England,Monthly,December 2006,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,January 2007,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,February 2007,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,March 2007,Thousands,Buses and coaches,[low],1.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.1,[low],[low]
England,Monthly,April 2007,Thousands,Buses and coaches,[low],1.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.1,[low],[low]
England,Monthly,May 2007,Thousands,Buses and coaches,[low],1.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.0,[low],[low]
England,Monthly,June 2007,Thousands,Buses and coaches,[low],1.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.1,[low],[low]
England,Monthly,July 2007,Thousands,Buses and coaches,[low],0.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.8,[low],[low]
England,Monthly,August 2007,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,September 2007,Thousands,Buses and coaches,[low],1.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.3,[low],[low]
England,Monthly,October 2007,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,November 2007,Thousands,Buses and coaches,[low],0.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.9,[low],[low]
England,Monthly,December 2007,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,January 2008,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,February 2008,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,March 2008,Thousands,Buses and coaches,[low],1.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.3,[low],[low]
England,Monthly,April 2008,Thousands,Buses and coaches,[low],0.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.9,[low],[low]
England,Monthly,May 2008,Thousands,Buses and coaches,[low],0.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.9,[low],[low]
England,Monthly,June 2008,Thousands,Buses and coaches,[low],0.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.9,[low],[low]
England,Monthly,July 2008,Thousands,Buses and coaches,[low],0.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.9,[low],[low]
England,Monthly,August 2008,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,September 2008,Thousands,Buses and coaches,[low],1.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.3,[low],[low]
England,Monthly,October 2008,Thousands,Buses and coaches,[low],0.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.8,[low],[low]
England,Monthly,November 2008,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,December 2008,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,January 2009,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,February 2009,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,March 2009,Thousands,Buses and coaches,[low],1.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.1,[low],[low]
England,Monthly,April 2009,Thousands,Buses and coaches,[low],0.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.8,[low],[low]
England,Monthly,May 2009,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,June 2009,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,July 2009,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,August 2009,Thousands,Buses and coaches,[low],0.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.4,[low],[low]
England,Monthly,September 2009,Thousands,Buses and coaches,[low],1.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.1,[low],[low]
England,Monthly,October 2009,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,November 2009,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,December 2009,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,January 2010,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,February 2010,Thousands,Buses and coaches,[low],0.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.4,[low],[low]
England,Monthly,March 2010,Thousands,Buses and coaches,[low],1.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.3,[low],[low]
England,Monthly,April 2010,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,May 2010,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,June 2010,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,July 2010,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,August 2010,Thousands,Buses and coaches,[low],0.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.4,[low],[low]
England,Monthly,September 2010,Thousands,Buses and coaches,[low],1.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.1,[low],[low]
England,Monthly,October 2010,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,November 2010,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,December 2010,Thousands,Buses and coaches,[low],0.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.4,[low],[low]
England,Monthly,January 2011,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,February 2011,Thousands,Buses and coaches,[low],0.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.3,[low],[low]
England,Monthly,March 2011,Thousands,Buses and coaches,[low],1.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.0,[low],[low]
England,Monthly,April 2011,Thousands,Buses and coaches,[low],0.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.8,[low],[low]
England,Monthly,May 2011,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,June 2011,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,July 2011,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,August 2011,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,September 2011,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,October 2011,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,November 2011,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,December 2011,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,January 2012,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,February 2012,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,March 2012,Thousands,Buses and coaches,[low],1.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.2,[low],[low]
England,Monthly,April 2012,Thousands,Buses and coaches,[low],0.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.8,[low],[low]
England,Monthly,May 2012,Thousands,Buses and coaches,[low],1.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.0,[low],[low]
England,Monthly,June 2012,Thousands,Buses and coaches,[low],1.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.1,[low],[low]
England,Monthly,July 2012,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,August 2012,Thousands,Buses and coaches,[low],0.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.4,[low],[low]
England,Monthly,September 2012,Thousands,Buses and coaches,[low],0.9,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.9,[low],[low]
England,Monthly,October 2012,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,November 2012,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,December 2012,Thousands,Buses and coaches,[low],0.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.4,[low],[low]
England,Monthly,January 2013,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,February 2013,Thousands,Buses and coaches,[low],0.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.4,[low],[low]
England,Monthly,March 2013,Thousands,Buses and coaches,[low],1.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.2,[low],[low]
England,Monthly,April 2013,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,May 2013,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,June 2013,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,July 2013,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,August 2013,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,September 2013,Thousands,Buses and coaches,[low],1.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.0,[low],[low]
England,Monthly,October 2013,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,November 2013,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,December 2013,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,January 2014,Thousands,Buses and coaches,[low],0.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.4,[low],[low]
England,Monthly,February 2014,Thousands,Buses and coaches,[low],0.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.3,[low],[low]
England,Monthly,March 2014,Thousands,Buses and coaches,[low],1.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.0,[low],[low]
England,Monthly,April 2014,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,May 2014,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,June 2014,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,July 2014,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,August 2014,Thousands,Buses and coaches,[low],0.2,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.2,[low],[low]
England,Monthly,September 2014,Thousands,Buses and coaches,[low],0.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.8,[low],[low]
England,Monthly,October 2014,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,November 2014,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,December 2014,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,January 2015,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,February 2015,Thousands,Buses and coaches,[low],0.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.4,[low],[low]
England,Monthly,March 2015,Thousands,Buses and coaches,[low],1.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.0,[low],[low]
England,Monthly,April 2015,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,May 2015,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,June 2015,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,July 2015,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,August 2015,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,September 2015,Thousands,Buses and coaches,[low],1.1,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.1,[low],[low]
England,Monthly,October 2015,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,November 2015,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,December 2015,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,January 2016,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,February 2016,Thousands,Buses and coaches,[low],0.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.4,[low],[low]
England,Monthly,March 2016,Thousands,Buses and coaches,[low],1.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.0,[low],[low]
England,Monthly,April 2016,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.8,[low],[low]
England,Monthly,May 2016,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,June 2016,Thousands,Buses and coaches,[low],0.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.8,[low],[low]
England,Monthly,July 2016,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,August 2016,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,September 2016,Thousands,Buses and coaches,[low],1.3,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.3,[low],[low]
England,Monthly,October 2016,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,November 2016,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,December 2016,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,January 2017,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,February 2017,Thousands,Buses and coaches,[low],0.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.4,[low],[low]
England,Monthly,March 2017,Thousands,Buses and coaches,[low],1.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.0,[low],[low]
England,Monthly,April 2017,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,May 2017,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,June 2017,Thousands,Buses and coaches,[low],0.7,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.7,[low],[low]
England,Monthly,July 2017,Thousands,Buses and coaches,[low],0.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.4,[low],[low]
England,Monthly,August 2017,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,September 2017,Thousands,Buses and coaches,[low],1.0,[low],[low],[low],[low],[low],[low],[low],[low],[low],1.1,[low],[low]
England,Monthly,October 2017,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,November 2017,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
England,Monthly,December 2017,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,January 2018,Thousands,Buses and coaches,[low],0.4,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,February 2018,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,March 2018,Thousands,Buses and coaches,[low],0.8,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.8,[low],[low]
England,Monthly,April 2018,Thousands,Buses and coaches,[low],0.5,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.5,[low],[low]
England,Monthly,May 2018,Thousands,Buses and coaches,[low],0.6,[low],[low],[low],[low],[low],[low],[low],[low],[low],0.6,[low],[low]
